"Sex_Age"	"estimate"	"species"	"iter"
"Male_Chick"	0.236134897338715	"Kittlitz's"	79
"Female_Adult"	0.8669844	"Kittlitz's"	80
"Male_Adult"	0.8704857	"Kittlitz's"	80
"Female_Juvenile"	0.4820821	"Kittlitz's"	80
"Male_Juvenile"	0.2757461	"Kittlitz's"	80
"Female_Chick"	0.0621335334525401	"Kittlitz's"	80
"Male_Chick"	0.163176462948961	"Kittlitz's"	80
"Female_Adult"	0.8366337	"Kittlitz's"	81
"Male_Adult"	0.804155	"Kittlitz's"	81
"Female_Juvenile"	0.4552191	"Kittlitz's"	81
"Male_Juvenile"	0.3019284	"Kittlitz's"	81
"Female_Chick"	0.131687118467579	"Kittlitz's"	81
"Male_Chick"	0.168549631654297	"Kittlitz's"	81
"Female_Adult"	0.8828495	"Kittlitz's"	82
"Male_Adult"	0.8064839	"Kittlitz's"	82
